Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
2-05743-0203,2550 INDEPENDENCE AVENUE,RIVERDALE,D4  -ELEVATOR,      142,1959,"200,314","3,477,451",     17.36,"1,668,616",8.33,"1,808,835","13,682,000",     68.30,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,749,963",     17.36,"1,647,443",10.40," 1,102,520","9,369,000",     59.14,0.23,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,707,325",     15.67,"836,774",7.68,"870,550","6,434,000",     59.05,0.23,2-05784-0340,500 WEST 235 STREET,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       87,1954,"92,600","1,956,638",     21.13,"1,129,720",12.20,"826,918","6,482,000",     70.00,0.7
2-05744-0048,750 KAPPOCK STREET,RIVERDALE,D4  -ELEVATOR,      160,1953,"209,920","3,644,211",     17.36,"1,748,634",8.33,"1,895,578","14,339,000",     68.31,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,749,963",     17.36,"1,647,443",10.40," 1,102,520","9,369,000",     59.14,0.26,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,707,325",     15.67,"836,774",7.68,"870,550","6,434,000",     59.05,0.26,2-05784-0340,500 WEST 235 STREET,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       87,1954,"92,600","1,956,638",     21.13,"1,129,720",12.20,"826,918","6,482,000",     70.00,0.71
2-05745-0001,2621 PALISADE AVENUE,RIVERDALE,D4  -ELEVATOR,      180,1962,"231,154","3,670,726",     15.88,"2,022,598",8.75,"1,648,128","12,221,000",     52.87,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,515,519",     15.88,"1,386,070",8.75," 1,129,449","9,369,000",     59.14,0.31,2-05746-0567,2675 HENRY HUDSON PARKWAY W,RIVERDALE,D1  -ELEVATOR,       78,1951,"92,782","1,582,861",     17.06,"874,006",9.42,"708,854","5,767,000",     62.16,0.2,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,720,399",     15.79,"773,581",7.10,"946,819","6,434,000",     59.05,0.31
2-05745-0012,2727 PALISADE AVENUE,RIVERDALE,D4  -ELEVATOR,      125,1955,"194,730","3,273,411",     16.81,"1,801,253",9.25,"1,472,159","11,070,000",     56.85,2-05787-0137,3220 NETHERLAND AVENUE,RIVERDALE,D1  -ELEVATOR,       85,1954,"100,498","1,730,576",     17.22,"672,332",6.69," 1,058,244","7,573,000",     75.35,0.58,2-05920-0670,3801 HUDSON MANOR TERRACE,RIVERDALE,D1  -ELEVATOR,      135,1960,"152,400","2,549,652",     16.73,"1,010,412",6.63," 1,539,240","14,798,000",     97.10,0.65,2-05907-0352,3800 INDEPENDENCE AVENUE,RIVERDALE,D1  -ELEVATOR,       72,1970,"84,925","1,427,589",     16.81,"578,339",6.81,"849,250","6,057,000",     71.32,0.67
2-05745-0290,2501 PALISADE AVENUE,RIVERDALE,C6  -WALK-UP,       17,1927,"28,536","403,784",     14.15,"120,993",4.24,"282,792","2,031,000",     71.17,2-05703-0183,3044 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,C1  -WALK-UP,       38,1973,"38,873","513,512",     13.21,"192,033",4.94,"321,480","2,526,000",     64.98,0.82,2-05703-0179,3034 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,C1  -WALK-UP,       54,1926,"54,440","770,326",     14.15,"418,099",7.68,"352,227","1,858,000",     34.13,0.82,2-05703-0209,3025 GODWIN TERRACE,KINGSBRIDGE/JEROME PARK,C1  -WALK-UP,       65,1926,"65,250","929,160",     14.24,"315,158",4.83,"614,003","4,473,000",     68.55,0.82
2-05745-0305,2575 PALISADE AVENUE,RIVERDALE,D4  -ELEVATOR,      143,1958,"168,962","2,725,357",     16.13,"954,635",5.65,"1,770,722","13,185,000",     78.04,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,555,121",     16.13,"1,504,876",9.50," 1,050,245","9,369,000",     59.14,0.31,2-05746-0567,2675 HENRY HUDSON PARKWAY W,RIVERDALE,D1  -ELEVATOR,       78,1951,"92,782","1,605,129",     17.30,"942,665",10.16,"662,463","5,767,000",     62.16,0.2,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,746,549",     16.03,"855,297",7.85,"891,252","6,434,000",     59.05,0.31
2-05746-0584,2601 HENRY HUDSON PARKWAY W,RIVERDALE,D4  -ELEVATOR,       69,1954,"92,171","1,495,935",     16.23,"903,276",9.80,"592,660","4,418,000",     47.93,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,570,962",     16.23,"1,552,398",9.80," 1,018,563","9,369,000",     59.14,0.12,2-05746-0567,2675 HENRY HUDSON PARKWAY W,RIVERDALE,D1  -ELEVATOR,       78,1951,"92,782","1,615,335",     17.41,"971,428",10.47,"643,907","5,767,000",     62.16,0,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,758,534",     16.14,"887,983",8.15,"870,550","6,434,000",     59.05,0.12
2-05747-0590,2711 HENRY HUDSON PARKWAY W,RIVERDALE,D4  -ELEVATOR,       52,1953,"82,559","1,754,379",     21.25,"831,369",10.07,"923,010","7,227,000",     87.54,2-05787-0137,3220 NETHERLAND AVENUE,RIVERDALE,D1  -ELEVATOR,       85,1954,"100,498","2,147,642",     21.37,"999,955",9.95," 1,147,687","7,573,000",     75.35,0.36,2-05907-0352,3800 INDEPENDENCE AVENUE,RIVERDALE,D1  -ELEVATOR,       72,1970,"84,925","1,780,877",     20.97,"855,195",10.07,"925,683","6,057,000",     71.32,0.54,2-05920-0670,3801 HUDSON MANOR TERRACE,RIVERDALE,D1  -ELEVATOR,      135,1960,"152,400","3,183,636",     20.89,"1,507,236",9.89,"1,676,400","14,798,000",     97.10,0.58
2-05747-0605,2734 INDEPENDENCE AVENUE,RIVERDALE,D4  -ELEVATOR,       67,1970,"83,880","1,611,335",     19.21,"902,549",10.76,"708,786","5,472,000",     65.24,2-05920-0687,699 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,      132,1962,"162,000","3,112,020",     19.21,"1,352,700",8.35," 1,759,320","13,584,000",     83.85,0.58,2-05907-0352,3800 INDEPENDENCE AVENUE,RIVERDALE,D1  -ELEVATOR,       72,1970,"84,925","1,472,600",     17.34,"672,606",7.92,"799,994","6,057,000",     71.32,0.54,2-05920-0670,3801 HUDSON MANOR TERRACE,RIVERDALE,D1  -ELEVATOR,      135,1960,"152,400","2,945,892",     19.33,"1,031,748",6.77,"1,914,144","14,798,000",     97.10,0.58
2-05748-0500,3001 HENRY HUDSON PARKWAY W,RIVERDALE,D4  -ELEVATOR,       85,1934,"147,500","2,340,825",     15.87,"1,287,675",8.73,"1,053,150","7,808,000",     52.94,2-05795-0537,3555 NETHERLAND AVENUE,RIVERDALE,D1  -ELEVATOR,       55,1939,"60,792","956,866",     15.74,"444,390",7.31,"512,477","3,787,000",     62.29,0.34,2-05787-0137,3220 NETHERLAND AVENUE,RIVERDALE,D1  -ELEVATOR,       85,1954,"100,498","1,686,356",     16.78,"786,899",7.83,"899,457","7,573,000",     75.35,0.31,2-05798-0077,545 WEST 236 STREET,RIVERDALE,D7  -ELEVATOR,       64,1939,"90,025","1,428,697",     15.87,"617,572",6.86,"811,125","6,467,000",     71.84,0.47
2-05750-0357,735 KAPPOCK STREET,RIVERDALE,D4  -ELEVATOR,       69,1953,"61,538","1,049,838",     17.06,"398,766",6.48,"651,072","4,907,000",     79.74,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,702,440",     17.06,"1,392,406",8.79," 1,310,034","9,369,000",     59.14,0.16,2-05746-0567,2675 HENRY HUDSON PARKWAY W,RIVERDALE,D1  -ELEVATOR,       78,1951,"92,782","1,692,344",     18.24,"877,718",9.46,"814,626","5,767,000",     62.16,0.11,2-05732-0924,2700 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,       78,1955,"108,955","1,848,966",     16.97,"777,939",7.14,"1,071,028","6,434,000",     59.05,0.16
2-05758-0442,315 WEST 232 STREET,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       72,1974,"75,747","1,367,233",     18.05,"808,220",10.67,"559,013","4,265,000",     56.31,2-03263-0050,140 VAN CORTLANDT AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       88,1943,"70,300","1,268,915",     18.05,"750,101",10.67,"518,814","7,141,000",    101.58,0.66,2-03260-0050,147 WEST 230 STREET,KINGSBRIDGE/JEROME PARK,D7  -ELEVATOR,       76,1928,"66,984","1,210,401",     18.07,"649,075",9.69,"561,326","4,178,000",     62.37,0.48,2-05920-0687,699 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,      132,1962,"162,000","2,778,300",     17.15,"1,620,000",10.00,"1,158,300","13,584,000",     83.85,0.67
2-05759-0364,3240 RIVERDALE AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       66,1970,"67,987","1,225,126",     18.02,"610,523",8.98,"614,602","4,686,000",     68.92,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,720,910",     18.02,"857,590",8.98,"863,320","3,964,000",     41.51,0.84,2-03250-0087,2855 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       43,1927,"52,200","861,300",     16.50,"406,638",7.79,"454,662","1,511,000",     28.95,0.81,2-05761-0444,3425 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,D3  -ELEVATOR,       56,1964,"69,595","1,281,244",     18.41,"670,896",9.64,"610,348","2,540,000",     36.50,0.15
2-05764-0642,3475 GREYSTONE AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       57,1957,"61,187","1,100,754",     17.99,"495,615",8.10,"605,139","4,616,000",     75.44,2-03263-0050,140 VAN CORTLANDT AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       88,1943,"70,300","1,264,697",     17.99,"697,376",9.92,"567,321","7,141,000",    101.58,0.64,2-05920-0687,699 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,      132,1962,"162,000","2,768,580",     17.09,"1,496,880",9.24," 1,271,700","13,584,000",     83.85,0.55,2-03263-0185,3880 ORLOFF AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,      101,2004,"121,796","2,289,765",     18.80,"1,373,859",11.28,"915,906","10,566,000",     86.75,0.53
2-05767-0798,288 WEST 238 STREET,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       74,1962,"69,848","1,107,789",     15.86,"602,090",8.62,"505,700","3,747,000",     53.65,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,514,630",     15.86,"823,210",8.62,"691,420","3,964,000",     41.51,0.85,2-03250-0087,2855 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       43,1927,"52,200","748,026",     14.33,"387,846",7.43,"360,180","1,511,000",     28.95,0.83,2-05760-0112,3424 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,D3  -ELEVATOR,      138,1962,"128,500","2,125,390",     16.54,"1,177,060",9.16,"948,330","7,267,000",     56.55,0.16
2-05770-0069,3636 GREYSTONE AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       93,1940,"118,214","1,951,713",     16.51,"819,223",6.93,"1,132,490","8,469,000",     71.64,2-03263-0050,140 VAN CORTLANDT AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       88,1943,"70,300","1,160,653",     16.51,"561,697",7.99,"598,956","7,141,000",    101.58,0.57,2-05920-0687,699 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,      132,1962,"162,000","2,528,820",     15.61,"1,184,220",7.31," 1,344,600","13,584,000",     83.85,0.56,2-03263-0145,135 WEST 238 STREET,KINGSBRIDGE/JEROME PARK,D7  -ELEVATOR,       68,1928,"69,043","1,182,016",     17.12,"475,016",6.88,"707,000","4,029,000",     58.35,0.48
2-05771-0020,3600 FIELDSTON ROAD,RIVERDALE,D4  -ELEVATOR,       73,1941,"86,000","1,538,540",     17.89,"969,220",11.27,"569,320","4,334,000",     50.40,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,605,812",     16.45,"1,620,514",10.23,"985,298","9,369,000",     59.14,0.61,2-05780-0940,3900 GREYSTONE AVENUE,RIVERDALE,D1  -ELEVATOR,      127,1928,"134,703","2,409,837",     17.89,"1,217,715",9.04," 1,192,122","8,191,000",     60.81,0.19,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,317,562",     18.16,"694,332",9.57,"623,230","5,715,000",     78.77,0.16
2-05771-0041,474 WEST 238 STREET,RIVERDALE,D4  -ELEVATOR,       54,1939,"76,500","1,368,585",     17.89,"807,840",10.56,"560,745","4,272,000",     55.84,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,605,812",     16.45,"1,620,514",10.23,"985,298","9,369,000",     59.14,0.61,2-05780-0940,3900 GREYSTONE AVENUE,RIVERDALE,D1  -ELEVATOR,      127,1928,"134,703","2,409,837",     17.89,"1,217,715",9.04," 1,192,122","8,191,000",     60.81,0.19,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,317,562",     18.16,"694,332",9.57,"623,230","5,715,000",     78.77,0.16
2-05777-0772,3800 WALDO AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,      173,1966,"154,640","2,180,424",     14.10,"1,238,666",8.01,"941,758","6,763,000",     43.73,2-03650-0001,950 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      213,1964,"174,671","2,293,430",     13.13,"1,376,407",7.88,"917,023","6,444,000",     36.89,4.66,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","8,060,174",     15.07,"4,353,671",8.14," 3,706,504","27,120,000",     50.71,4.8,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-05778-0879,3875 WALDO AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,      105,1931,"150,000","2,328,000",     15.52,"1,374,000",9.16,"954,000","7,036,000",     46.91,2-03271-0132,3816 REVIEW PLACE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       60,1927,"64,800","1,005,696",     15.52,"518,400",8.00,"487,296","4,232,000",     65.31,0.34,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,363,447",     14.92,"1,713,975",10.82,"649,473","9,369,000",     59.14,0.8,2-05761-0444,3425 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,D3  -ELEVATOR,       56,1964,"69,595","1,112,128",     15.98,"689,686",9.91,"422,442","2,540,000",     36.50,0.36
2-05779-0815,3810 GREYSTONE AVENUE,RIVERDALE,D4  -ELEVATOR,       44,1939,"41,068","846,411",     20.61,"407,805",9.93,"438,606","3,425,000",     83.40,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","3,036,681",     19.17,"1,763,081",11.13," 1,273,600","9,369,000",     59.14,0.73,2-05780-0940,3900 GREYSTONE AVENUE,RIVERDALE,D1  -ELEVATOR,      127,1928,"134,703","2,776,229",     20.61,"1,337,601",9.93," 1,438,628","8,191,000",     60.81,0.08,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,514,907",     20.88,"759,630",10.47,"755,277","5,715,000",     78.77,0.27
2-05779-0820,3840 GREYSTONE AVENUE,RIVERDALE,D4  -ELEVATOR,      127,1951,"186,480","3,466,663",     18.59,"2,045,686",10.97,"1,420,978","10,903,000",     58.47,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,348,760",     18.59,"655,879",9.04,"692,881","5,715,000",     78.77,0.27,2-05780-0940,3900 GREYSTONE AVENUE,RIVERDALE,D1  -ELEVATOR,      127,1928,"134,703","2,467,759",     18.32,"1,146,323",8.51," 1,321,436","8,191,000",     60.81,0.08,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,861,124",     18.86,"920,694",9.33,"940,430","6,826,000",     69.17,0.33
2-05783-0300,511 WEST 232 STREET,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       66,1937,"69,441","1,009,672",     14.54,"484,698",6.98,"524,974","3,803,000",     54.77,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,452,555",     15.21,"784,055",8.21,"668,500","3,964,000",     41.51,0.84,2-03250-0087,2855 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       43,1927,"52,200","714,618",     13.69,"366,966",7.03,"347,652","1,511,000",     28.95,0.81,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,303,252",     14.54,"1,549,230",9.78,"754,022","9,369,000",     59.14,0.4
2-05785-0268,3299 CAMBRIDGE AVENUE,RIVERDALE,D4  -ELEVATOR,       84,1954,"111,675","1,728,729",     15.48,"1,012,892",9.07,"715,837","5,273,000",     47.22,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,179,694",     13.76,"1,541,310",9.73,"638,384","9,369,000",     59.14,0.42,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,123,120",     15.48,"658,056",9.07,"465,065","5,715,000",     78.77,0.11,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,554,226",     15.75,"923,654",9.36,"630,572","6,826,000",     69.17,0.32
2-05785-0284,5620 SYLVAN AVENUE,RIVERDALE,D4  -ELEVATOR,       77,1960,"80,120","1,508,660",     18.83,"874,910",10.92,"633,749","4,872,000",     60.81,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,749,963",     17.36,"1,647,443",10.40," 1,102,520","9,369,000",     59.14,0.42,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,374,154",     18.94,"631,937",8.71,"742,217","5,715,000",     78.77,0.11,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,858,163",     18.83,"971,021",9.84,"887,142","6,826,000",     69.17,0.32
2-05787-0130,3200 NETHERLAND AVENUE,RIVERDALE,D4  -ELEVATOR,       80,1957,"88,470","1,615,462",     18.26,"1,017,405",11.50,"598,057","4,571,000",     51.67,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,621,652",     16.55,"1,679,125",10.60,"942,528","9,369,000",     59.14,0.34,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,324,818",     18.26,"721,177",9.94,"603,641","5,715,000",     78.77,0.12,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,829,546",     18.54,"1,009,507",10.23,"820,039","6,826,000",     69.17,0.3
2-05787-0148,3260 NETHERLAND AVENUE,RIVERDALE,D4  -ELEVATOR,       54,1950,"51,000","1,039,380",     20.38,"573,750",11.25,"465,630","3,630,000",     71.18,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,957,477",     18.67,"1,886,639",11.91," 1,070,838","9,369,000",     59.14,0.34,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,478,630",     20.38,"816,221",11.25,"662,409","5,715,000",     78.77,0.12,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","2,037,763",     20.65,"1,138,779",11.54,"898,984","6,826,000",     69.17,0.3
2-05787-0177,3225 JOHNSON AVENUE,RIVERDALE,D4  -ELEVATOR,       60,1970,"60,928","1,112,545",     18.26,"700,672",11.50,"411,873","3,148,000",     51.67,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,621,652",     16.55,"1,679,125",10.60,"942,528","9,369,000",     59.14,0.34,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,324,818",     18.26,"721,177",9.94,"603,641","5,715,000",     78.77,0.12,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,829,546",     18.54,"1,009,507",10.23,"820,039","6,826,000",     69.17,0.3
2-05788-0074,3210 ARLINGTON AVENUE,RIVERDALE,D4  -ELEVATOR,       67,1955,"80,735","1,318,403",     16.33,"830,763",10.29,"487,639","3,641,000",     45.10,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,315,925",     14.62,"1,631,602",10.30,"684,323","9,369,000",     59.14,0.31,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,184,790",     16.33,"699,411",9.64,"485,380","5,715,000",     78.77,0.15,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,639,091",     16.61,"979,902",9.93,"659,189","6,826,000",     69.17,0.29
2-05788-0119,3215 NETHERLAND AVENUE,RIVERDALE,D4  -ELEVATOR,       49,1939,"75,000","963,000",     12.84,"481,500",6.42,"481,500","3,359,000",     44.79,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,033,959",     12.84,"1,515,965",9.57,"517,994","9,369,000",     59.14,0.31,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,056,372",     14.56,"646,447",8.91,"409,924","5,715,000",     78.77,0.15,2-05773-0290,275 WEST 238 STREET,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       72,1937,"71,091","836,741",     11.77,"368,251",5.18,"468,490","4,030,000",     56.69,0.57
2-05789-0015,3206 FAIRFIELD AVENUE,RIVERDALE,D4  -ELEVATOR,       56,1954,"59,352","1,115,818",     18.80,"536,542",9.04,"579,276","4,454,000",     75.04,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,705,609",     17.08,"1,536,558",9.70," 1,169,051","9,369,000",     59.14,0.28,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,363,996",     18.80,"655,879",9.04,"708,117","5,715,000",     78.77,0.19,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,881,847",     19.07,"921,681",9.34,"960,166","6,826,000",     69.17,0.29
2-05789-0059,3215 ARLINGTON AVENUE,RIVERDALE,D4  -ELEVATOR,       68,1958,"82,000","1,541,600",     18.80,"909,380",11.09,"632,220","4,860,000",     59.27,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,705,609",     17.08,"1,536,558",9.70," 1,169,051","9,369,000",     59.14,0.28,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,363,996",     18.80,"655,879",9.04,"708,117","5,715,000",     78.77,0.19,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,881,847",     19.07,"921,681",9.34,"960,166","6,826,000",     69.17,0.29
2-05792-0422,3512 OXFORD AVENUE,RIVERDALE,D4  -ELEVATOR,       45,1962,"43,000","905,580",     21.06,"447,200",10.40,"458,380","3,591,000",     83.51,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","3,065,195",     19.35,"1,751,992",11.06," 1,313,202","9,369,000",     59.14,0.49,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,527,966",     21.06,"754,551",10.40,"773,415","5,715,000",     78.77,0.05,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","2,105,853",     21.34,"1,055,887",10.70,"1,049,966","6,826,000",     69.17,0.25
2-05792-0445,525 WEST 235 STREET,RIVERDALE,D4  -ELEVATOR,       38,1954,"47,000","890,650",     18.95,"525,460",11.18,"365,190","2,812,000",     59.83,2-05732-0941,2728 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      121,1928,"158,408","2,729,370",     17.23,"1,565,071",9.88," 1,164,299","9,369,000",     59.14,0.49,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1  -ELEVATOR,       57,1960,"72,553","1,374,879",     18.95,"668,213",9.21,"706,666","5,715,000",     78.77,0.05,2-05904-0267,600 WEST 239 STREET,RIVERDALE,D1  -ELEVATOR,       90,1956,"98,681","1,896,649",     19.22,"938,456",9.51,"958,193","6,826,000",     69.17,0.25
